Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB64SL	TB65SR	TB66SL	TB64SR	TB65SL	TB66SR	TB61SL	TB61SR	TB68SL	TB68SR
9	119192974	119209099	-	Slc22a13	protein_coding	Slc22a13	ensembl_havana	0.0468378	0.0001	0.0387748	0.0343766	0.0372012	0.0001	0.0001	0.0001	0.022573	0.0115572
9	119220488	119231693	-	Slc22a13b	polymorphic_pseudogene	Slc22a13b	ensembl_havana	0.327001	0.227513	0.499499	0.282814	0.225704	0.137148	0.324564	0.359532	0.264282	0.200843
9	119169455	119365554	-	Slc22a14	protein_coding	Slc22a14	ensembl_havana	0.0139385	0.0001	0.089779	0.0001	0.0598058	0.0800446	0.108255	0.0001	0.0425675	0.05315
3	101855776	101924454	-	Slc22a15	protein_coding	Slc22a15	ensembl_havana	8.44157	9.35994	8.48972	6.76717	8.27532	8.64552	9.38252	8.71967	7.75042	7.24672
14	54906304	54913133	-	Slc22a17	protein_coding	Slc22a17	ensembl_havana	37.876	37.5949	36.6939	35.4066	32.3011	30.9159	32.9198	30.4586	28.8567	31.395
7	143473736	143499335	+	Slc22a18	protein_coding	Slc22a18	ensembl_havana	3.29365	3.83021	2.60079	2.96328	2.7585	3.30067	2.55525	3.59443	3.00468	2.56772
17	12584132	12628489	+	Slc22a2	protein_coding	Slc22a2	ensembl_havana	0.124646	0.299328	0.104725	0.234398	0.155335	0.228513	0.135293	0.253034	0.297372	0.2123
11	53949965	53980333	-	Slc22a21	protein_coding	Slc22a21	ensembl_havana	2.09435	3.25272	2.80873	2.36719	3.05055	2.34193	2.75802	2.79326	2.76149	2.25073
13	34179158	34345183	-	Slc22a23	protein_coding	Slc22a23	ensembl_havana	8.17867	5.82908	7.83208	6.32615	6.97372	6.44136	6.84087	6.41662	7.12406	7.01325
19	8062209	8131983	-	Slc22a28	protein_coding	Slc22a28	ensembl_havana	0.0001	0.000711404	0.0001	0.0001	0.0960031	0.0229413	0.0271387	0.0001	0.0001	0.0311372
19	8160165	8218901	-	Slc22a29	protein_coding	Slc22a29	ensembl_havana	0.0001	0.0360074	0.0150465	0.0001	0.071747	0.0001	0.0001	0.0533492	0.0001	0.03193
19	8335371	8405112	-	Slc22a30	protein_coding	Slc22a30	ensembl_havana	0.110808	0.0114577	0.0449395	0.0414466	0.0713731	0.0229413	0.0271387	0.0001	0.0107169	0.319193
11	53983123	54028091	-	Slc22a4	protein_coding	Slc22a4	ensembl_havana	0.525961	0.419019	0.986569	0.565171	0.418041	0.69676	0.716624	0.745589	0.923768	0.838289
11	53864542	53891661	-	Slc22a5	protein_coding	Slc22a5	ensembl_havana	20.1166	17.7773	17.4141	17.6999	17.3213	16.2854	20.1844	18.9459	17.2197	15.8501
19	8618039	8628300	+	Slc22a6	protein_coding	Slc22a6	ensembl_havana	0.249192	0.119791	0.104725	0.206833	0.155335	0.0914652	0.216409	0.146535	0.148736	0.15925
19	8591254	8611836	+	Slc22a8	protein_coding	Slc22a8	ensembl_havana	34.1804	47.6961	34.2278	32.87	37.1959	37.1975	35.7052	42.253	29.8768	31.1292
18	35614604	35627245	-	Slc23a1	protein_coding	Slc23a1	ensembl_havana	0.110808	0.0001	0.059886	0.24818	0.0956293	0.0115207	0.0676966	0.186472	0.0319506	0.02132
2	132052496	132145109	-	Slc23a2	protein_coding	Slc23a2	ensembl_havana	55.4509	56.0757	53.7628	52.3038	50.1648	55.1957	55.9706	50.8796	52.5217	52.3179
1	75125541	75133891	-	Slc23a3	protein_coding	Slc23a3	ensembl_havana	0.152323	0.13176	0.25419	0.0552289	0.0120412	0.251354	0.108255	0.226409	0.127502	0.03193
6	34945278	34988405	-	Slc23a4	protein_coding	Slc23a4	ensembl_havana	3.03072	2.46574	2.85488	2.93571	2.01816	2.15861	2.35246	2.809	2.4526	1.95234
9	64922861	64951608	-	Slc24a1	protein_coding	Slc24a1	ensembl_havana	98.6683	129.398	98.9459	95.9381	124.463	136.214	95.8386	117.747	95.8598	134.259
4	86983124	87230478	-	Slc24a2	protein_coding	Slc24a2	ensembl_havana	1.78526	1.99894	2.51111	2.2466	3.96456	0.913752	1.16276	0.945274	1.48646	8.2759
2	145167754	145642167	+	Slc24a3	protein_coding	Slc24a3	ensembl_havana	8.6215	9.19236	8.84847	10.4469	10.0187	4.10012	7.19235	5.96402	6.78428	10.4297
12	102128733	102267092	+	Slc24a4	protein_coding	Slc24a4	ensembl_havana	1.82678	2.86072	1.97304	1.76422	4.5258	2.66111	4.16406	3.27493	2.58	5.634
2	125068124	125088678	+	Slc24a5	protein_coding	Slc24a5	ensembl_havana	120.353	146.275	126.731	133.896	115.65	137.587	125.122	132.07	131.893	118.397
16	17925223	17928220	-	Slc25a1	protein_coding	Slc25a1	ensembl_havana	8.52459	10.4491	8.71391	8.10405	8.5858	7.7433	8.77414	9.85122	7.6761	8.46687
11	120491840	120499188	+	Slc25a10	protein_coding	Slc25a10	ensembl_havana	8.31699	8.17501	8.60926	6.93256	6.65132	7.29789	6.51642	7.17543	6.21096	6.4828
11	70644196	70647480	-	Slc25a11	protein_coding	Slc25a11	ensembl_havana	26.1686	25.9013	23.6753	22.92	21.1597	25.5823	24.0509	23.3498	26.9563	25.4746
2	71271063	71367750	-	Slc25a12	protein_coding	Slc25a12	ensembl_havana	53.292	43.0892	37.4113	42.6975	38.7373	46.2654	43.5189	43.1051	44.4101	44.0419
6	6041218	6217174	-	Slc25a13	protein_coding	Slc25a13	ensembl_havana	7.25145	6.63101	7.63777	7.00146	6.18562	8.28004	7.46276	8.61317	7.3151	5.7189
X	48623413	48662295	+	Slc25a14	protein_coding	Slc25a14	ensembl_havana	2.58789	2.39392	2.1524	2.46712	2.07786	2.03298	2.17671	2.50281	2.44198	2.82236
8	22375551	22398598	-	Slc25a15	protein_coding	Slc25a15	ensembl_havana	9.00892	8.36648	9.29683	8.62777	9.54113	9.54777	9.34194	9.4252	9.81003	8.764
10	62920633	62946499	+	Slc25a16	protein_coding	Slc25a16	ensembl_havana	14.1292	18.2411	13.1829	14.7746	13.7444	15.4979	14.8037	14.2043	14.8	13.7931
15	81318911	81360813	-	Slc25a17	protein_coding	Slc25a17	ensembl_havana	13.9769	13.2499	14.4982	15.0778	12.2876	12.597	15.5203	15.3226	16.0422	14.2918
6	120773578	120794337	+	Slc25a18	protein_coding	Slc25a18	ensembl_havana	0.0554538	0.0360074	0.0748325	0.0552289	0.131453	0.0001	0.0271387	0.0533492	0.0001	0.18047
11	115614178	115628296	-	Slc25a19	protein_coding	Slc25a19	ensembl_havana	10.3928	10.6047	12.1815	9.70278	10.4367	9.63913	9.67992	9.26546	9.86316	12.0318
18	37637378	37638724	-	Slc25a2	protein_coding	Slc25a2	ensembl_havana	0.193838	0.335235	0.538174	0.413566	0.334453	0.228513	0.270487	0.412782	0.329223	0.25474
9	108662088	108684642	+	Slc25a20	protein_coding	Slc25a20	ensembl_havana	14.3506	14.0279	12.7495	13.3413	11.9174	12.6428	16.1422	16.2012	11.8061	12.0424
12	56712634	57197473	-	Slc25a21	protein_coding	Slc25a21	ensembl_havana	1.03798	1.08929	1.39012	0.785686	0.883746	0.685339	0.486796	0.892025	0.668963	0.912559
7	141429744	141437893	-	Slc25a22	protein_coding	Slc25a22	ensembl_havana	8.92589	7.97154	9.61069	8.47616	8.97985	6.14442	7.89539	7.98749	5.9774	9.82493
17	57043711	57059864	-	Slc25a23	protein_coding	Slc25a23	ensembl_havana	11.1816	12.5318	11.7331	9.64765	11.7621	11.2837	11.2482	11.7016	8.66346	8.41383
3	109123149	109168458	+	Slc25a24	protein_coding	Slc25a24	ensembl_havana	13.3681	10.7484	14.7224	12.032	13.8877	13.682	14.3441	15.7219	14.3753	11.3846
2	32414487	32451446	-	Slc25a25	protein_coding	Slc25a25	ensembl_havana	21.7819	19.3422	20.1181	17.5862	20.8732	22.476	15.5879	13.419	19.5883	22.8753
6	94500331	94604673	+	Slc25a26	protein_coding	Slc25a26	ensembl_havana	1.74375	2.31014	2.03282	1.88826	1.87486	1.54189	2.00096	1.78395	2.44198	1.95234
17	43641891	43667215	-	Slc25a27	protein_coding	Slc25a27	ensembl_havana	9.32722	8.68968	8.71391	9.28931	9.57691	8.25723	10.2072	11.4354	9.05629	8.87005
19	43663801	43674882	-	Slc25a28	protein_coding	Slc25a28	ensembl_havana	12.2472	14.3631	12.9438	13.9339	11.1531	12.3915	12.2216	14.5239	11.2646	12.6259
12	108825873	108835884	-	Slc25a29	protein_coding	Slc25a29	ensembl_havana	1.60536	2.17848	1.94315	1.44723	1.55245	2.03298	1.86577	1.63751	1.74127	1.96295
10	91116574	91124060	-	Slc25a3	protein_coding	Slc25a3	ensembl_havana	63.8782	59.7141	65.0172	59.0569	55.3114	53.3	67.5823	55.672	60.8763	60.6249
14	75760117	75787038	-	Slc25a30	protein_coding	Slc25a30	ensembl_havana	12.6761	14.1835	12.0918	12.5557	11.7144	13.7049	14.5334	14.4173	14.2055	12.382
3	40708855	40726097	+	Slc25a31	protein_coding	Slc25a31	ensembl_havana	0.235354	0.13176	0.343869	0.165487	0.2031	0.262775	0.297525	0.119911	0.0850349	0.16986
15	39091231	39112717	-	Slc25a32	protein_coding	Slc25a32	ensembl_havana	14.2398	15.7156	15.3054	14.9538	15.2848	15.8863	15.1553	17.5458	17.3161	14.2281
4	149744036	149774278	-	Slc25a33	protein_coding	Slc25a33	ensembl_havana	4.94043	4.44064	5.63493	5.12708	4.91986	3.8146	3.93422	3.76748	5.10681	6.68439
4	141618824	141623822	-	Slc25a34	protein_coding	Slc25a34	ensembl_havana	10.6419	9.35995	7.89185	9.31688	6.32892	7.98314	12.3162	12.8465	8.02645	7.00269
11	68968131	68974366	+	Slc25a35	protein_coding	Slc25a35	ensembl_havana	5.00963	6.02057	4.75309	3.52835	5.37362	4.75108	4.42093	3.8873	3.97081	3.67115
9	97074961	97111158	-	Slc25a36	protein_coding	Slc25a36	ensembl_havana	58.0806	56.7119	58.657	61.7175	53.3888	58.5578	61.5603	61.9362	60.3216	55.5434
14	69241848	69285113	-	Slc25a37	protein_coding	Slc25a37	ensembl_havana	20.4525	18.6571	21.9434	19.0498	19.6742	21.2064	20.4724	21.1803	16.7843	17.0425
9	120110374	120124505	+	Slc25a38	protein_coding	Slc25a38	ensembl_havana	6.24125	7.51671	6.21784	5.78863	6.1498	6.61266	5.96212	5.23184	5.65889	5.96292
11	102402985	102407947	-	Slc25a39	protein_coding	Slc25a39	ensembl_havana	21.6158	24.5608	23.6606	20.5493	18.4492	23.0586	20.3737	20.2214	20.2146	18.3979
8	46206797	46211285	-	Slc25a4	protein_coding	Slc25a4	ensembl_havana	208.727	179.426	174.062	184.594	163.275	205.934	188.31	183.339	236.932	186.219
5	8422850	8454798	+	Slc25a40	protein_coding	Slc25a40	ensembl_havana	10.3363	10.3982	9.77854	9.97097	9.75646	9.95013	10.1987	10.3007	10.8273	9.56102
17	57032773	57041655	-	Slc25a41	protein_coding	Slc25a41	ensembl_havana	0.0001	0.0001	0.0001	0.0552289	0.0478646	0.0001	0.0001	0.0134123	0.0001	0.0743699
8	70184340	70212306	-	Slc25a42	protein_coding	Slc25a42	ensembl_havana	6.947	7.40899	6.18795	5.36138	6.65132	7.11516	7.4763	7.69462	5.64827	6.66316
X	36743659	36777203	+	Slc25a43	protein_coding	Slc25a43	ensembl_havana	0.221515	0.40705	0.29903	0.165487	0.238923	0.285616	0.189371	0.226409	0.138119	0.20169
3	88410498	88425140	-	Slc25a44	protein_coding	Slc25a44	ensembl_havana	21.754	25.5422	21	21.2798	19.8344	24.0292	21.2254	23.3635	19.8111	21.0504
19	5877808	5885879	+	Slc25a45	protein_coding	Slc25a45	ensembl_havana	3.00304	3.79431	3.57231	2.93571	2.97345	2.99231	3.67735	2.75575	3.40812	3.27859
18	31556111	31609912	-	Slc25a46	protein_coding	Slc25a46	ensembl_havana	17.2982	18.1932	18.3544	16.4699	19.5716	18.5587	19.1705	19.5692	17.8789	18.4191
12	108836046	108856816	+	Slc25a47	protein_coding	Slc25a47	ensembl_havana	1.78526	1.80744	1.97304	1.90205	2.22116	2.28423	2.33894	1.31802	2.56938	2.57833
13	56438355	56474240	+	Slc25a48	protein_coding	Slc25a48	ensembl_havana	0.442931	0.335235	0.194404	0.12414	0.215041	0.0457826	0.229929	0.239722	0.37169	0.14864
X	36795651	36798808	+	Slc25a5	protein_coding	Slc25a5	ensembl_havana	53.976	54.2243	62.5198	59.0334	51.902	47.4972	51.5134	54.4754	59.4725	57.9324
14	11161529	11181111	+	Slc25a5-ps	transcribed_processed_pseudogene	Slc25a5-ps	havana	0.028709	0.0754172	0.0453621	0.170007	0.0778965	0.0580387	0.0284397	0.0675037	0.0433431	0.0760403
4	45395923	45408767	-	Slc25a51	protein_coding	Slc25a51	ensembl_havana	35.6895	32.5682	37.725	30.9272	30.3545	35.5411	34.2038	36.1963	32.6044	32.106
X	136981116	137038303	-	Slc25a53	protein_coding	Slc25a53	ensembl_havana	5.31407	6.03253	4.4691	4.21746	4.06009	5.33355	5.54302	5.31171	4.93694	5.48547
5	108669878	108675570	-	Slc26a1	protein_coding	Slc26a1	ensembl_havana	0.346061	0.502803	0.269137	0.386002	0.31057	0.445506	0.135293	0.319595	0.297372	0.30779
10	127171393	127180646	-	Slc26a10	protein_coding	Slc26a10	ensembl_havana	1.02415	1.2808	1.10614	0.730557	0.955393	1.11932	1.00053	0.812151	1.31659	0.785239
11	119355557	119381080	+	Slc26a11	protein_coding	Slc26a11	ensembl_havana	7.20995	6.70282	5.64987	6.68448	5.8274	5.89316	8.15227	7.25529	6.55068	6.21755
18	61192919	61211613	-	Slc26a2	protein_coding	Slc26a2	ensembl_havana	18.4467	18.3487	15.5145	18.3718	18.5208	15.5437	14.4387	16.4142	19.8218	21.9414
12	31519827	31559970	-	Slc26a4	protein_coding	Slc26a4	ensembl_havana	10.1437	10.4611	14.3786	13.741	16.8849	4.18006	11.2076	6.45657	9.84194	9.08225
5	21810655	21865605	-	Slc26a5	protein_coding	Slc26a5	ensembl_havana	0.0277769	0.155699	0.089779	0.0138822	0.0956293	0.0001	0.0001	0.0400369	0.0213337	0.0001
9	108853283	108913050	+	Slc26a6	protein_coding	Slc26a6	ensembl_havana	3.27981	3.19585	2.95951	3.73508	2.37639	2.92379	3.27178	2.92881	3.3975	3.33164
4	14502430	14621806	-	Slc26a7	protein_coding	Slc26a7	ensembl_havana	135.645	134.089	121.59	140.205	125.812	123.563	155.257	163.212	127.444	122.311
17	28637783	28690234	-	Slc26a8	protein_coding	Slc26a8	ensembl_havana	0.788892	0.395081	0.642799	0.951073	1.12257	0.731022	0.60847	0.8654	0.849449	0.594259
1	131744022	131771505	+	Slc26a9	protein_coding	Slc26a9	ensembl_havana	0.0001	0.0001	0.0449395	0.0001	0.0001	0.0001	0.0271387	0.0001	0.0319506	0.20169
8	71568882	71587303	+	Slc27a1	protein_coding	Slc27a1	ensembl_havana	43.0658	46.9672	39.5039	40.8088	35.4895	41.7651	43.0455	44.0904	36.3837	38.7265
3	90385239	90389939	-	Slc27a3	protein_coding	Slc27a3	ensembl_havana	2.11738	3.14798	2.69047	2.28795	2.6391	3.11793	2.47413	1.89045	2.44198	2.68443
2	29802634	29817523	+	Slc27a4	protein_coding	Slc27a4	ensembl_havana	18.1285	18.0136	19.3558	16.8833	16.4789	18.1018	16.9263	16.9467	17.9532	15.5544
7	12988346	12998193	-	Slc27a5	protein_coding	Slc27a5	ensembl_havana	0.0001	0.0120691	0.104725	0.0552289	0.0001	0.034362	0.0947353	0.0400369	0.0425675	0.0637599
18	58556257	58612774	+	Slc27a6	protein_coding	Slc27a6	ensembl_havana	1.64688	1.13717	1.33034	1.70909	1.31363	0.502609	1.29796	0.426094	1.45461	0.997439
7	81114799	81170417	+	Slc28a1	protein_coding	Slc28a1	ensembl_havana	0.0692923	0.0838839	0.0001	0.0138822	0.0001	0.0115207	0.040658	0.0267246	0.0319506	0.04254
2	122426477	122461138	+	Slc28a2	protein_coding	Slc28a2	ensembl_havana	0.733538	0.598556	0.687639	0.454913	0.632982	1.0508	0.524334	0.652403	0.836914	0.60487
2	122484941	122528041	+	Slc28a2b	protein_coding	Slc28a2b	ensembl_havana	0.0001	0.0120691	0.0001	0.0276644	0.0001	0.034362	0.0166391	0.106598	0.0232523	0.0001
13	58545399	58610878	-	Slc28a3	protein_coding	Slc28a3	ensembl_havana	3.29365	0.419019	4.51394	1.8607	3.05704	0.890911	1.86577	3.47461	2.31458	1.13537
17	45585200	45599607	-	Slc29a1	protein_coding	Slc29a1	ensembl_havana	25.9473	28.7977	26.1116	26.4895	21.3629	29.454	22.1312	24.6545	25.7141	23.9044
19	5023860	5031973	+	Slc29a2	protein_coding	Slc29a2	ensembl_havana	1.37011	1.18504	1.65916	1.75044	1.39722	1.0508	1.1222	0.971899	0.955618	2.28125
10	60712072	60752795	-	Slc29a3	protein_coding	Slc29a3	ensembl_havana	10.7387	11.4186	11.4491	10.2541	11.0576	13.8304	10.0314	10.5568	10.8293	9.83558
5	142692512	142722491	+	Slc29a4	protein_coding	Slc29a4	ensembl_havana	0.124646	0.263421	0.089779	0.206833	0.286688	0.194251	0.229929	0.386157	0.159353	0.39267
4	119108711	119137984	+	Slc2a1	protein_coding	Slc2a1	ensembl_havana	311.37	345.231	310.698	321.342	268.569	277.109	261.149	252.077	243.745	229.947
2	165503787	165519918	+	Slc2a10	protein_coding	Slc2a10	ensembl_havana	6.25508	6.24798	5.90397	5.4992	6.04233	6.60124	5.71878	5.17859	5.73321	5.50669
10	22645011	22704286	+	Slc2a12	protein_coding	Slc2a12	ensembl_havana	20.6609	24.7882	16.0975	19.0885	21.8524	20.5573	27.4443	31.2574	22.614	21.5172
15	91267696	91573262	-	Slc2a13	protein_coding	Slc2a13	ensembl_havana	9.49328	8.64181	8.90821	9.38579	9.21868	10.4272	10.3018	10.0243	9.07752	9.97349
3	28697903	28731360	+	Slc2a2	protein_coding	Slc2a2	ensembl_havana	0.318385	0.299328	0.224297	0.454913	0.382217	0.034362	0.270487	0.186472	0.212437	0.24413
6	122727809	122801641	-	Slc2a3	protein_coding	Slc2a3	ensembl_havana	2.24193	2.02288	3.10897	2.35686	4.02426	1.6561	2.98787	2.7025	2.54815	6.29181
11	69942539	69948189	-	Slc2a4	protein_coding	Slc2a4	ensembl_havana	12.178	9.9704	5.73954	8.65537	7.83352	11.9347	7.89542	9.70475	14.2267	8.12735
2	181384250	181387587	+	Slc2a4rg-ps	transcribed_unitary_pseudogene	Slc2a4rg-ps	havana	7.47287	8.80937	9.11746	8.42103	8.5858	8.66838	8.63895	8.29367	8.48298	9.08225
4	150119283	150144170	+	Slc2a5	protein_coding	Slc2a5	ensembl_havana	0.0416154	0.0360074	0.059886	0.0552289	0.155335	0.0229413	0.0271387	0.0932862	0.0213337	0.02132
2	27021363	27027999	-	Slc2a6	protein_coding	Slc2a6	ensembl_havana	0.207677	0.40705	0.284083	0.193051	0.394158	0.125727	0.365122	0.292971	0.254905	0.60487
2	32972990	32982084	-	Slc2a8	protein_coding	Slc2a8	ensembl_havana	5.18951	5.24258	5.05201	4.83766	4.45416	4.12295	4.6237	5.21853	4.59721	4.42446
5	38349273	38503144	-	Slc2a9	protein_coding	Slc2a9	ensembl_havana	1.21788	1.35261	1.31539	1.0062	1.17033	1.06222	0.959972	1.6242	1.16795	0.93378
1	191906767	191913248	+	Slc30a1	protein_coding	Slc30a1	ensembl_havana	16.8277	20.6588	20.1779	18.6337	20.6464	20.4888	19.3192	20.328	22.0089	21.305
1	185454848	185468763	+	Slc30a10	protein_coding	Slc30a10	ensembl_havana	0.263031	0.299328	0.463441	0.37222	0.82404	0.217092	0.338083	0.319595	0.923768	0.46694
4	134343181	134354485	+	Slc30a2	protein_coding	Slc30a2	ensembl_havana	0.0969692	0.0120691	0.119672	0.0552289	0.10757	0.114307	0.0271387	0.119911	0.0107169	0.0955899
5	31086106	31108238	-	Slc30a3	protein_coding	Slc30a3	ensembl_havana	0.0001	0.107822	0.0001	0.0138822	0.071747	0.0001	0.0271387	0.0001	0.0319506	0.03193
2	122681233	122702664	-	Slc30a4	protein_coding	Slc30a4	ensembl_havana	31.0954	33.8733	33.0171	33.5325	34.2715	36.3979	36.0293	35.2908	35.3646	31.4376
13	100802648	100833428	-	Slc30a5	protein_coding	Slc30a5	ensembl_havana	42.871	41.0067	38.7562	43.3455	37.8535	43.1016	41.4633	41.5214	43.3802	39.1301
17	74395608	74424222	+	Slc30a6	protein_coding	Slc30a6	ensembl_havana	5.27255	6.84645	5.7545	5.23734	5.63633	5.50485	5.21856	6.816	6.24282	5.57035
3	115938973	116007407	-	Slc30a7	protein_coding	Slc30a7	ensembl_havana	39.5366	36.6136	38.1137	39.2105	36.3012	42.0281	38.6248	39.5776	38.3907	36.3393
5	67306955	67358444	+	Slc30a9	protein_coding	Slc30a9	ensembl_havana	39.7026	43.9864	45.0338	45.2055	44.7557	45.2944	43.181	41.7741	43.9431	41.1776
4	62360727	62391770	+	Slc31a1	protein_coding	Slc31a1	ensembl_havana	33.9037	32.4246	33.973	33.3522	30.0198	34.3294	35.0696	35.1441	30.8205	29.6123
4	62262562	62298412	+	Slc31a2	protein_coding	Slc31a2	ensembl_havana	12.7454	8.67768	12.3459	12.5833	11.9413	8.794	10.3018	12.5004	12.4962	15.3422
2	158610767	158615749	+	Slc32a1	protein_coding	Slc32a1	ensembl_havana	0.0969692	0.095853	0.0748325	0.261962	0.31057	0.0001	0.0271387	0.0001	0.0425675	1.02927
3	63933507	63964769	-	Slc33a1	protein_coding	Slc33a1	ensembl_havana	17.7135	16.7449	16.6952	18.5785	17.2312	18.7302	18.9002	18.3312	18.8027	16.4137
5	53038081	53071665	+	Slc34a2	protein_coding	Slc34a2	ensembl_havana	5.77074	1.32867	8.41498	4.06585	5.88709	1.42768	2.67693	7.18875	4.61843	2.24942
4	34663257	34687439	-	Slc35a1	protein_coding	Slc35a1	ensembl_havana	13.4511	11.8615	13.6014	12.8865	12.5025	11.6035	14.4388	15.0563	15.522	13.3368
X	7884028	7894493	+	Slc35a2	protein_coding	Slc35a2	ensembl_havana	9.47945	10.0063	8.80359	8.32457	8.57386	9.03384	8.69302	9.67814	8.59978	9.82495
3	116669470	116712832	-	Slc35a3	protein_coding	Slc35a3	ensembl_havana	25.1158	22.4441	26.6491	25.3782	27.1893	25.745	29.7126	28.6865	28.2092	27.3053
18	36679215	36683862	+	Slc35a4	protein_coding	Slc35a4	ensembl_havana	16.2189	17.1042	16.6953	14.1544	14.1981	14.6872	13.4923	15.6553	14.4603	13.5172
16	45139573	45158707	-	Slc35a5	protein_coding	Slc35a5	ensembl_havana	21.685	21.6283	20.985	21.2523	20.8136	20.1461	22.9153	23.5363	19.0468	19.4483
11	95384692	95391777	+	Slc35b1	protein_coding	Slc35b1	ensembl_havana	11.0986	10.5329	10.4327	9.92332	10.1621	10.9297	9.40957	9.54502	11.3177	9.24137
17	45563874	45567672	+	Slc35b2	protein_coding	Slc35b2	ensembl_havana	12.9252	13.0344	14.4086	13.6444	11.177	14.0475	13.5871	13.3789	12.9209	13.2731
13	38932136	38960876	-	Slc35b3	protein_coding	Slc35b3	ensembl_havana	7.04388	8.33061	7.27904	7.18063	8.46638	7.2408	7.57092	7.6813	8.51482	7.67112
6	34153380	34177112	-	Slc35b4	protein_coding	Slc35b4	ensembl_havana	18.0178	16.0148	18.743	17.5173	17.5417	15.2124	15.8853	15.7086	15.9678	17.6339
2	92452764	92460539	-	Slc35c1	protein_coding	Slc35c1	ensembl_havana	3.61194	3.15995	3.6022	3.69374	3.1048	3.06084	3.12306	3.10187	2.89851	2.20698
2	165276554	165287870	-	Slc35c2	protein_coding	Slc35c2	ensembl_havana	10.0745	11.0596	12.4954	11.081	9.29031	9.25083	10.0044	10.0908	8.78024	9.94163
4	103170649	103215165	-	Slc35d1	protein_coding	Slc35d1	ensembl_havana	6.87781	6.70282	7.72745	6.21589	7.04539	7.37783	7.31406	7.41506	6.487	5.27326
13	64096308	64129369	-	Slc35d2	protein_coding	Slc35d2	ensembl_havana	1.92365	1.38852	1.53959	0.895944	1.81516	1.27921	1.59538	1.45114	1.10425	1.0611
10	19847916	19851460	-	Slc35d3	protein_coding	Slc35d3	ensembl_havana	0.290708	0.359174	0.538174	0.165487	0.191159	0.148569	0.0541773	0.279658	0.138119	0.0955899
8	72480641	72492615	-	Slc35e1	protein_coding	Slc35e1	ensembl_havana	32.4374	31.7542	31.4327	31.2857	31.1546	33.4739	29.7021	32.3623	29.9185	31.6072
4	155601416	155623341	+	Slc35e2	protein_coding	Slc35e2	ensembl_havana	30.1403	32.9512	31.6118	30.39	28.4198	33.6683	30.5944	29.8462	28.9201	28.0209
10	117733679	117746366	-	Slc35e3	protein_coding	Slc35e3	ensembl_havana	11.3277	11.6418	10.5572	11.5373	9.4421	11.6991	11.4035	12.0792	9.96713	10.1002
11	3907021	3914665	-	Slc35e4	protein_coding	Slc35e4	ensembl_havana	11.5552	12.3402	11.2548	10.6399	9.13508	11.7177	11.0724	9.97102	11.3071	10.4828
10	52690533	53111623	+	Slc35f1	protein_coding	Slc35f1	ensembl_havana	2.21425	2.60937	3.99082	1.94339	3.0451	2.26139	2.54173	1.77064	2.20841	3.06639
9	53771538	53818155	+	Slc35f2	protein_coding	Slc35f2	ensembl_havana	1.28708	1.24489	1.37518	1.19915	0.931511	0.731022	0.757182	1.02515	0.955618	0.912559
8	126138995	126395979	+	Slc35f3	protein_coding	Slc35f3	ensembl_havana	4.20699	4.28504	4.42427	5.52677	4.26309	2.79816	5.5971	4.11361	3.69477	3.1831
14	49298519	49526047	-	Slc35f4	protein_coding	Slc35f4	ensembl_havana	0.138485	0.119791	0.0150465	0.110358	0.0239823	0.0001	0.040658	0.0533492	0.0319506	0.26535
1	125560595	125595821	+	Slc35f5	protein_coding	Slc35f5	ensembl_havana	14.9456	14.0519	14.7523	13.5894	11.9771	13.8305	12.9921	13.9514	14.8001	11.8939
